DATE,BSRN,ND,KP1,KP2,KP3,KP4,KP5,KP6,KP7,KP8,KP_SUM,AP1,AP2,AP3,AP4,AP5,AP6,AP7,AP8,AP_AVG,CP,C9,ISN,F10.7_OBS,F10.7_ADJ,F10.7_DATA_TYPE,F10.7_OBS_CENTER81,F10.7_OBS_LAST81,F10.7_ADJ_CENTER81,F10.7_ADJ_LAST81
2001-06-14,2291,24,23,7,7,7,7,13,13,37,113,9,3,3,3,3,5,5,22,7,0.3,1,273,194.7,200.9,OBS,152.1,177.2,156.5,179.8
2001-06-15,2291,25,30,30,17,23,3,7,13,3,127,15,15,6,9,2,3,5,2,7,0.4,2,282,196.9,203.2,OBS,151.7,176.4,156.2,179.0
2001-06-16,2291,26,20,13,20,7,7,7,20,7,100,7,5,7,3,3,3,7,3,5,0.2,1,289,207.6,214.3,OBS,151.3,175.6,155.8,178.3
2001-06-17,2291,27,3,7,17,13,37,23,17,13,130,2,3,6,5,22,9,6,5,7,0.4,2,270,204.6,211.2,OBS,151.1,174.8,155.6,177.6
2001-06-18,2292,1,20,43,50,50,53,43,37,47,343,7,32,48,48,56,32,22,39,36,1.4,6,232,221.3,228.5,OBS,151.0,174.3,155.5,177.2
2001-06-19,2292,2,37,23,10,13,13,30,33,33,193,22,9,4,5,5,15,18,18,12,0.7,3,214,195.4,201.7,OBS,150.8,173.5,155.3,176.5
2001-06-20,2292,3,23,27,33,33,27,27,7,17,193,9,12,18,18,12,12,3,6,11,0.6,3,206,198.5,205.0,OBS,150.6,172.9,155.2,176.0
2001-06-21,2292,4,17,27,30,20,23,37,37,23,213,6,12,15,7,9,22,22,9,13,0.7,3,218,200.3,206.9,OBS,150.4,172.2,154.9,175.4
2001-06-22,2292,5,20,13,3,7,10,13,13,20,100,7,5,2,3,4,5,5,7,5,0.2,1,229,203.6,210.3,OBS,150.1,171.9,154.7,175.2
2001-06-23,2292,6,13,13,10,10,13,13,13,13,100,5,5,4,4,5,5,5,5,5,0.2,1,235,206.2,213.0,OBS,149.9,171.7,154.5,175.0
2001-06-24,2292,7,20,13,17,17,20,27,17,23,153,7,5,6,6,7,12,6,9,7,0.4,2,220,194.8,201.3,OBS,149.8,171.6,154.4,175.0
2001-06-25,2292,8,17,20,13,10,17,20,13,10,120,6,7,5,4,6,7,5,4,6,0.2,1,198,182.4,188.4,OBS,149.9,168.9,154.5,172.4
2001-06-26,2292,9,10,13,17,23,33,33,40,33,203,4,5,6,9,18,18,27,18,13,0.8,4,173,167.9,173.5,OBS,150.1,164.0,154.8,167.6
2001-06-27,2292,10,37,27,13,3,3,7,0,3,93,22,12,5,2,2,3,0,2,6,0.3,1,162,147.9,152.8,OBS,150.3,163.6,155.0,167.2
2001-06-28,2292,11,0,3,3,3,3,3,3,7,27,0,2,2,2,2,2,2,3,2,0.0,0,135,140.2,144.9,OBS,150.7,163.3,155.3,166.9
2001-06-29,2292,12,0,0,3,10,7,7,10,17,53,0,0,2,4,3,3,4,6,3,0.0,0,112,139.9,144.6,OBS,151.0,163.0,155.7,166.7
2001-06-30,2292,13,13,13,7,23,20,10,23,23,133,5,5,3,9,7,4,9,9,6,0.3,1,98,136.6,141.2,OBS,151.3,162.6,156.0,166.3
2001-07-01,2292,14,27,17,10,7,10,13,27,27,137,12,6,4,3,4,5,12,12,7,0.4,2,111,135.4,140.0,OBS,151.4,162.3,156.1,166.0
2001-07-02,2292,15,13,13,3,7,10,7,20,10,83,5,5,2,3,4,3,7,4,4,0.1,0,125,134.3,138.8,OBS,151.6,162.1,156.3,165.9
2001-07-03,2292,16,7,13,13,17,23,13,23,10,120,3,5,5,6,9,5,9,4,6,0.3,1,120,131.9,136.3,OBS,151.6,162.0,156.3,165.9
2001-07-04,2292,17,17,17,10,13,13,23,13,20,127,6,6,4,5,5,9,5,7,6,0.3,1,107,127.0,131.3,OBS,151.3,161.9,156.0,165.8
2001-07-05,2292,18,20,23,27,20,30,30,30,27,207,7,9,12,7,15,15,15,12,12,0.7,3,93,119.6,123.6,OBS,151.2,161.7,155.8,165.6
2001-07-06,2292,19,17,13,13,17,23,23,30,20,157,6,5,5,6,9,9,15,7,8,0.4,2,68,116.4,120.3,OBS,151.2,161.6,155.8,165.6
2001-07-07,2292,20,17,13,7,10,10,13,17,13,100,6,5,3,4,4,5,6,5,5,0.2,1,71,117.8,121.8,OBS,151.1,161.5,155.8,165.5
2001-07-08,2292,21,20,23,23,17,13,27,40,47,210,7,9,9,6,5,12,27,39,14,0.8,4,81,126.3,130.5,OBS,151.1,161.4,155.8,165.5
2001-07-09,2292,22,50,23,10,3,10,13,17,13,140,48,9,4,2,4,5,6,5,10,0.6,3,107,130.0,134.4,OBS,151.3,161.3,156.0,165.4
2001-07-10,2292,23,3,17,13,20,23,30,33,23,163,2,6,5,7,9,15,18,9,9,0.5,2,105,130.0,134.3,OBS,151.7,160.6,156.3,164.8
2001-07-11,2292,24,33,30,7,7,13,10,20,7,127,18,15,3,3,5,4,7,3,7,0.4,2,104,131.9,136.3,OBS,151.9,159.9,156.6,164.1
2001-07-12,2292,25,17,17,17,13,20,13,20,23,140,6,6,6,5,7,5,7,9,6,0.3,1,135,133.9,138.3,OBS,152.3,159.2,157.0,163.4
2001-07-13,2292,26,17,20,7,13,3,3,20,27,110,6,7,3,5,2,2,7,12,6,0.2,1,167,133.3,137.7,OBS,152.6,158.4,157.3,162.6
2001-07-14,2292,27,40,43,17,23,27,20,7,10,187,27,32,6,9,12,7,3,4,12,0.7,3,149,140.8,145.4,OBS,152.9,157.8,157.6,162.0
2001-07-15,2293,1,7,7,20,13,27,37,37,23,170,3,3,7,5,12,22,22,9,10,0.6,3,153,142.1,146.8,OBS,153.2,157.1,157.8,161.4
2001-07-16,2293,2,27,30,17,30,27,33,23,33,220,12,15,6,15,12,18,9,18,13,0.8,4,170,149.8,154.7,OBS,153.7,156.5,158.4,160.8
2001-07-17,2293,3,43,37,27,23,33,33,20,17,233,32,22,12,9,18,18,7,6,16,0.9,4,185,145.6,150.4,OBS,154.1,156.0,158.8,160.3
2001-07-18,2293,4,17,27,23,17,23,27,13,13,160,6,12,9,6,9,12,5,5,8,0.4,2,191,143.0,147.7,OBS,154.5,155.4,159.1,159.8
2001-07-19,2293,5,10,13,13,20,20,30,20,10,137,4,5,5,7,7,15,7,4,7,0.3,1,183,142.3,146.9,OBS,154.7,154.8,159.3,159.2
2001-07-20,2293,6,13,17,13,13,17,13,3,3,93,5,6,5,5,6,5,2,2,4,0.2,1,177,142.6,147.2,OBS,155.0,154.3,159.5,158.7
2001-07-21,2293,7,10,13,7,10,13,10,7,17,87,4,5,3,4,5,4,3,6,4,0.1,0,144,139.0,143.5,OBS,155.4,153.4,160.0,157.8
2001-07-22,2293,8,20,23,23,17,20,23,23,27,177,7,9,9,6,7,9,9,12,8,0.5,2,150,140.4,144.9,OBS,155.7,152.9,160.3,157.4
2001-07-23,2293,9,30,27,17,17,23,23,23,20,180,15,12,6,6,9,9,9,7,9,0.5,2,152,143.2,147.8,OBS,155.9,152.6,160.5,157.0
2001-07-24,2293,10,27,20,20,20,37,30,30,23,207,12,7,7,7,22,15,15,9,12,0.7,3,135,132.5,136.7,OBS,156.0,152.1,160.5,156.5
2001-07-25,2293,11,23,37,40,43,33,40,33,23,273,9,22,27,32,18,27,18,9,20,1.0,5,119,133.3,137.5,OBS,156.0,151.7,160.5,156.2
2001-07-26,2293,12,37,37,17,20,20,10,17,20,177,22,22,6,7,7,4,6,7,10,0.6,3,92,123.4,127.2,OBS,156.3,151.3,160.7,155.8
2001-07-27,2293,13,10,13,23,17,17,20,13,20,133,4,5,9,6,6,7,5,7,6,0.3,1,90,121.4,125.1,OBS,156.4,151.1,160.8,155.6
2001-07-28,2293,14,10,3,3,3,10,3,3,7,43,4,2,2,2,4,2,2,3,3,0.0,0,95,115.5,119.0,OBS,156.6,151.0,161.0,155.5
2001-07-29,2293,15,13,20,20,13,17,17,10,7,117,5,7,7,5,6,6,4,3,5,0.2,1,69,116.9,120.5,OBS,156.7,150.8,161.0,155.3
2001-07-30,2293,16,13,10,13,13,13,17,27,30,137,5,4,5,5,5,6,12,15,7,0.4,2,86,114.5,118.0,OBS,157.3,150.6,161.6,155.2
2001-07-31,2293,17,37,43,40,27,50,47,27,33,303,22,32,27,12,48,39,12,18,26,1.2,6,78,116.8,120.3,OBS,157.8,150.4,162.1,154.9
2001-08-01,2293,18,37,17,17,27,23,20,13,17,170,22,6,6,12,9,7,5,6,9,0.5,2,94,120.2,123.8,OBS,158.4,150.1,162.6,154.7
2001-08-02,2293,19,10,13,20,13,20,23,10,7,117,4,5,7,5,7,9,4,3,6,0.2,1,123,120.8,124.3,OBS,158.9,149.9,163.1,154.5
2001-08-03,2293,20,23,17,43,27,20,27,20,23,200,9,6,32,12,7,12,7,9,12,0.7,3,141,131.6,135.5,OBS,159.3,149.8,163.4,154.4
2001-08-04,2293,21,13,17,13,13,17,23,20,20,137,5,6,5,5,6,9,7,7,6,0.3,1,175,148.4,152.7,OBS,159.8,149.9,163.9,154.5
2001-08-05,2293,22,20,17,33,37,50,47,33,27,263,7,6,18,22,48,39,18,12,21,1.1,5,198,156.0,160.5,OBS,160.5,150.1,164.5,154.8
2001-08-06,2293,23,23,33,30,33,40,33,27,33,253,9,18,15,18,27,18,12,18,17,0.9,4,182,163.7,168.3,OBS,161.1,150.3,165.1,155.0
2001-08-07,2293,24,27,23,13,23,17,10,17,13,143,12,9,5,9,6,4,6,5,7,0.4,2,179,166.3,171.0,OBS,161.9,150.7,165.8,155.3
2001-08-08,2293,25,27,13,13,13,17,7,20,10,120,12,5,5,5,6,3,7,4,6,0.3,1,178,166.9,171.5,OBS,162.6,151.0,166.5,155.7
2001-08-09,2293,26,10,20,10,7,20,23,23,30,143,4,7,4,3,7,9,9,15,7,0.4,2,158,163.3,167.8,OBS,163.4,151.3,167.3,156.0
2001-08-10,2293,27,27,17,20,13,7,7,20,20,130,12,6,7,5,3,3,7,7,6,0.3,1,150,160.3,164.7,OBS,164.2,151.4,168.0,156.1
2001-08-11,2294,1,20,7,3,0,3,7,7,27,73,7,3,2,0,2,3,3,12,4,0.1,0,170,165.0,169.5,OBS,165.3,151.6,169.1,156.3
2001-08-12,2294,2,13,10,13,37,17,33,30,33,187,5,4,5,22,6,18,15,18,12,0.7,3,170,159.8,164.0,OBS,166.6,151.6,170.4,156.3
2001-08-13,2294,3,40,53,30,30,30,30,33,27,273,27,56,15,15,15,15,18,12,22,1.1,5,138,151.5,155.5,OBS,168.1,151.3,171.8,156.0
2001-08-14,2294,4,20,23,17,27,30,23,23,27,190,7,9,6,12,15,9,9,12,10,0.6,3,141,147.3,151.1,OBS,169.7,151.2,173.4,155.8
2001-08-15,2294,5,17,17,13,7,10,10,20,17,110,6,6,5,3,4,4,7,6,5,0.2,1,161,146.7,150.5,OBS,171.7,151.2,175.4,155.8
2001-08-16,2294,6,7,10,3,7,7,7,7,10,57,3,4,2,3,3,3,3,4,3,0.1,0,193,142.6,146.2,OBS,173.7,151.1,177.3,155.8
2001-08-17,2294,7,10,10,7,33,43,50,70,63,287,4,4,3,18,32,48,132,94,42,1.5,7,178,144.9,148.4,OBS,175.7,151.1,179.3,155.8
2001-08-18,2294,8,30,23,33,7,37,33,30,33,227,15,9,18,3,22,18,15,18,15,0.8,4,161,156.1,159.9,OBS,177.5,151.3,181.0,156.0
2001-08-19,2294,9,3,23,30,30,13,17,23,3,143,2,9,15,15,5,6,9,2,8,0.4,2,152,157.5,161.3,OBS,179.4,151.7,182.9,156.3
2001-08-20,2294,10,3,7,7,27,27,13,17,20,120,2,3,3,12,12,5,6,7,6,0.3,1,153,156.1,159.8,OBS,180.7,151.9,184.2,156.6
2001-08-21,2294,11,10,17,13,37,30,37,33,27,203,4,6,5,22,15,22,18,12,13,0.7,3,167,160.2,163.9,OBS,182.0,152.3,185.5,157.0
2001-08-22,2294,12,13,20,27,40,40,33,40,43,257,5,7,12,27,27,18,27,32,19,1.0,5,170,161.5,165.2,OBS,183.0,152.6,186.4,157.3
2001-08-23,2294,13,37,23,27,10,17,10,10,13,147,22,9,12,4,6,4,4,5,8,0.4,2,181,169.7,173.4,OBS,183.9,152.9,187.2,157.6
2001-08-24,2294,14,7,13,3,10,10,7,3,0,53,3,5,2,4,4,3,2,0,3,0.1,0,176,174.9,178.7,OBS,184.5,153.2,187.8,157.8
2001-08-25,2294,15,0,13,7,23,27,33,33,30,167,0,5,3,9,12,18,18,15,10,0.6,3,140,199.0,203.2,OBS,185.0,153.7,188.3,158.4
2001-08-26,2294,16,30,20,30,23,13,17,27,30,190,15,7,15,9,5,6,12,15,10,0.6,3,153,189.9,193.8,OBS,185.4,154.1,188.5,158.8
2001-08-27,2294,17,13,23,10,17,23,23,47,37,193,5,9,4,6,9,9,39,22,13,0.7,3,170,192.0,195.9,OBS,185.8,154.5,188.9,159.1
2001-08-28,2294,18,40,33,27,20,20,17,20,10,187,27,18,12,7,7,6,7,4,11,0.6,3,184,199.2,203.1,OBS,186.2,154.7,189.2,159.3
2001-08-29,2294,19,10,17,20,23,13,13,10,7,113,4,6,7,9,5,5,4,3,5,0.2,1,146,197.0,200.9,OBS,186.5,155.0,189.5,159.5
2001-08-30,2294,20,7,20,17,23,30,37,27,10,170,3,7,6,9,15,22,12,4,10,0.5,2,150,199.2,203.0,OBS,186.9,155.4,189.9,160.0
2001-08-31,2294,21,27,27,23,33,17,40,20,20,207,12,12,9,18,6,27,7,7,12,0.7,3,175,188.7,192.2,OBS,187.4,155.7,190.3,160.3
2001-09-01,2294,22,20,17,10,10,10,13,7,0,87,7,6,4,4,4,5,3,0,4,0.1,0,163,184.1,187.4,OBS,187.8,155.9,190.7,160.5
2001-09-02,2294,23,0,0,0,7,17,23,17,23,87,0,0,0,3,6,9,6,9,4,0.1,0,168,182.5,185.7,OBS,188.3,156.0,191.0,160.5
2001-09-03,2294,24,20,20,27,33,33,37,33,43,247,7,7,12,18,18,22,18,32,17,0.9,4,190,198.7,202.1,OBS,188.9,156.0,191.5,160.5
2001-09-04,2294,25,33,43,30,27,23,33,23,20,233,18,32,15,12,9,18,9,7,15,0.8,4,171,218.4,222.1,OBS,189.6,156.3,192.2,160.7
2001-09-05,2294,26,30,13,13,7,23,30,23,3,143,15,5,5,3,9,15,9,2,8,0.4,2,190,218.3,221.8,OBS,190.5,156.4,193.0,160.8
2001-09-06,2294,27,20,10,17,13,13,7,13,17,110,7,4,6,5,5,3,5,6,5,0.2,1,223,222.2,225.6,OBS,191.5,156.6,194.0,161.0
2001-09-07,2295,1,0,0,0,3,7,7,7,27,50,0,0,0,2,3,3,3,12,3,0.1,0,262,226.1,229.5,OBS,192.8,156.7,195.2,161.0
2001-09-08,2295,2,30,20,10,13,17,13,10,3,117,15,7,4,5,6,5,4,2,6,0.3,1,288,249.5,253.1,OBS,194.2,157.3,196.5,161.6
2001-09-09,2295,3,10,10,10,17,13,7,10,3,80,4,4,4,6,5,3,4,2,4,0.1,0,262,236.2,239.5,OBS,195.8,157.8,198.1,162.1
2001-09-10,2295,4,13,7,3,3,7,10,10,10,63,5,3,2,2,3,4,4,4,3,0.1,0,237,244.5,247.8,OBS,197.4,158.4,199.6,162.6
2001-09-11,2295,5,13,10,3,10,27,30,33,27,153,5,4,2,4,12,15,18,12,9,0.5,2,199,249.7,252.9,OBS,198.7,158.9,200.8,163.1
2001-09-12,2295,6,27,27,37,23,27,17,23,30,210,12,12,22,9,12,6,9,15,12,0.7,3,235,235.1,238.1,OBS,200.0,159.3,202.1,163.4
2001-09-13,2295,7,27,47,47,40,23,20,20,3,227,12,39,39,27,9,7,7,2,18,1.0,5,237,239.7,242.6,OBS,201.2,159.8,203.2,163.9
2001-09-14,2295,8,33,17,13,13,23,13,10,33,157,18,6,5,5,9,5,4,18,9,0.5,2,234,236.6,239.3,OBS,202.3,160.5,204.2,164.5
2001-09-15,2295,9,40,27,27,37,37,37,43,27,273,27,12,12,22,22,22,32,12,20,1.0,5,205,219.3,221.7,OBS,203.3,161.1,205.2,165.1
2001-09-16,2295,10,23,13,7,10,20,27,27,23,150,9,5,3,4,7,12,12,9,8,0.4,2,191,207.1,209.3,OBS,204.2,161.9,206.0,165.8
2001-09-17,2295,11,10,17,27,17,13,10,10,20,123,4,6,12,6,5,4,4,7,6,0.3,1,177,199.1,201.1,OBS,205.2,162.6,206.9,166.5
2001-09-18,2295,12,20,17,7,7,17,37,43,17,163,7,6,3,3,6,22,32,6,11,0.6,3,215,203.8,205.7,OBS,206.0,163.4,207.5,167.3
2001-09-19,2295,13,30,33,17,17,13,10,27,10,157,15,18,6,6,5,4,12,4,9,0.5,2,226,198.8,200.6,OBS,206.6,164.2,208.1,168.0
2001-09-20,2295,14,10,13,7,17,13,7,7,20,93,4,5,3,6,5,3,3,7,4,0.2,1,289,226.8,228.7,OBS,207.4,165.3,208.8,169.1
2001-09-21,2295,15,17,3,3,7,10,7,7,23,77,6,2,2,3,4,3,3,9,4,0.1,0,273,238.6,240.5,OBS,208.1,166.6,209.4,170.4
2001-09-22,2295,16,20,13,20,33,33,23,10,0,153,7,5,7,18,18,9,4,0,8,0.5,2,259,255.2,257.0,OBS,209.1,168.1,210.2,171.8
2001-09-23,2295,17,3,27,50,47,50,57,60,43,337,2,12,48,39,48,67,80,32,41,1.5,7,294,258.5,260.2,OBS,209.8,169.7,210.9,173.4
2001-09-24,2295,18,40,20,17,20,17,17,17,7,153,27,7,6,7,6,6,6,3,8,0.5,2,316,279.3,281.0,OBS,210.7,171.7,211.7,175.4
2001-09-25,2295,19,7,20,20,10,10,7,60,73,207,3,7,7,4,4,3,80,154,33,1.3,6,305,275.1,276.6,OBS,211.7,173.7,212.6,177.3
2001-09-26,2295,20,57,40,50,47,17,20,20,20,270,67,27,48,39,6,7,7,7,26,1.2,6,277,282.6,284.0,OBS,212.8,175.7,213.6,179.3
2001-09-27,2295,21,13,17,13,27,20,33,40,23,187,5,6,5,12,7,18,27,9,11,0.6,3,278,269.5,270.6,OBS,214.0,177.5,214.6,181.0
2001-09-28,2295,22,27,27,37,23,23,30,30,33,230,12,12,22,9,9,15,15,18,14,0.8,4,269,284.5,285.5,OBS,215.3,179.4,215.9,182.9
2001-09-29,2295,23,33,33,27,47,30,40,47,53,310,18,18,12,39,15,27,39,56,28,1.2,6,251,239.5,240.2,OBS,216.5,180.7,216.9,184.2
2001-09-30,2295,24,40,23,20,17,33,50,57,50,290,27,9,7,6,18,48,67,48,29,1.3,6,261,235.8,236.3,OBS,217.9,182.0,218.2,185.5
2001-10-01,2295,25,50,60,57,57,43,40,30,50,387,48,80,67,67,32,27,15,48,48,1.6,7,260,216.5,216.9,OBS,218.9,183.0,219.2,186.4
2001-10-02,2295,26,43,50,57,40,37,43,60,67,397,32,48,67,27,22,32,80,111,52,1.6,7,223,200.9,201.1,OBS,219.8,183.9,220.0,187.2
2001-10-03,2295,27,50,33,50,70,67,67,47,50,433,48,18,48,132,111,111,39,48,69,1.7,7,209,191.7,191.8,OBS,220.5,184.5,220.6,187.8
2001-10-04,2296,1,43,23,40,37,27,33,27,17,247,32,9,27,22,12,18,12,6,17,0.9,4,204,186.5,186.5,OBS,221.2,185.0,221.2,188.3
2001-10-05,2296,2,7,10,10,23,13,30,30,13,137,3,4,4,9,5,15,15,5,8,0.4,2,176,176.9,176.8,OBS,221.5,185.4,221.3,188.5
2001-10-06,2296,3,20,20,23,30,20,3,17,7,140,7,7,9,15,7,2,6,3,7,0.4,2,161,180.4,180.2,OBS,221.7,185.8,221.4,188.9
2001-10-07,2296,4,3,0,7,7,17,3,3,20,60,2,0,3,3,6,2,2,7,3,0.1,0,159,172.7,172.4,OBS,221.8,186.2,221.4,189.2
2001-10-08,2296,5,20,27,23,23,37,37,23,47,237,7,12,9,9,22,22,9,39,16,0.9,4,119,171.2,170.8,OBS,221.8,186.5,221.3,189.5
2001-10-09,2296,6,40,30,30,43,37,37,13,13,243,27,15,15,32,22,22,5,5,18,1.0,5,122,176.4,175.9,OBS,221.7,186.9,221.1,189.9
2001-10-10,2296,7,17,20,20,17,23,20,23,10,150,6,7,7,6,9,7,9,4,7,0.3,1,151,178.7,178.1,OBS,221.6,187.4,220.9,190.3
2001-10-11,2296,8,27,27,17,10,23,50,53,33,240,12,12,6,4,9,48,56,18,21,1.1,5,175,174.8,174.1,OBS,221.5,187.8,220.8,190.7
2001-10-12,2296,9,60,57,37,33,40,37,33,30,327,80,67,22,18,27,22,18,15,34,1.3,6,196,179.2,178.5,OBS,221.5,188.3,220.7,191.0
2001-10-13,2296,10,30,30,30,30,20,23,20,7,190,15,15,15,15,7,9,7,3,11,0.6,3,167,179.5,178.6,OBS,222.8,188.9,221.8,191.5
2001-10-14,2296,11,13,27,30,27,20,27,40,30,213,5,12,15,12,7,12,27,15,13,0.8,4,178,191.9,190.8,OBS,222.5,189.6,221.4,192.2
2001-10-15,2296,12,30,37,20,23,17,20,10,17,173,15,22,7,9,6,7,4,6,10,0.5,2,190,192.9,191.7,OBS,222.0,190.5,220.8,193.0
2001-10-16,2296,13,30,20,20,17,20,17,17,13,153,15,7,7,6,7,6,6,5,7,0.4,2,187,207.2,205.8,OBS,221.4,191.5,220.1,194.0
2001-10-17,2296,14,23,10,13,10,7,7,3,10,83,9,4,5,4,3,3,2,4,4,0.1,0,195,217.4,215.8,OBS,220.8,192.8,219.4,195.2
2001-10-18,2296,15,7,0,3,3,10,13,17,7,60,3,0,2,2,4,5,6,3,3,0.1,0,203,228.7,226.9,OBS,220.3,194.2,218.8,196.5
2001-10-19,2296,16,7,10,10,17,27,33,30,20,153,3,4,4,6,12,18,15,7,9,0.5,2,221,247.6,245.6,OBS,219.7,195.8,218.1,198.1
2001-10-20,2296,17,10,33,27,33,27,23,20,23,197,4,18,12,18,12,9,7,9,11,0.6,3,247,244.7,242.5,OBS,219.5,197.4,217.7,199.6
2001-10-21,2296,18,30,27,20,13,20,60,73,77,320,15,12,7,5,7,80,154,179,57,1.7,7,238,224.1,222.0,OBS,219.2,198.7,217.4,200.8
2001-10-22,2296,19,70,47,37,60,60,73,70,70,487,132,39,22,80,80,154,132,132,96,1.9,8,209,232.7,230.4,OBS,218.9,200.0,216.9,202.1
2001-10-23,2296,20,53,43,37,17,20,13,13,10,207,56,32,22,6,7,5,5,4,17,0.9,4,221,226.4,224.1,OBS,219.0,201.2,216.9,203.2
2001-10-24,2296,21,7,3,7,3,0,3,3,0,27,3,2,3,2,0,2,2,0,2,0.0,0,209,238.7,236.0,OBS,218.9,202.3,216.8,204.2
2001-10-25,2296,22,0,7,30,23,10,20,23,20,133,0,3,15,9,4,7,9,7,7,0.3,1,233,238.9,236.1,OBS,218.9,203.3,216.6,205.2
2001-10-26,2296,23,7,7,13,17,3,10,17,20,93,3,3,5,6,2,4,6,7,4,0.2,1,238,236.5,233.6,OBS,219.1,204.2,216.7,206.0
2001-10-27,2296,24,13,27,7,17,23,10,7,7,110,5,12,3,6,9,4,3,3,6,0.3,1,221,246.5,243.4,OBS,219.6,205.2,217.1,206.9
2001-10-28,2296,25,27,67,57,47,50,33,40,40,360,12,111,67,39,48,18,27,27,44,1.5,7,215,227.2,224.2,OBS,219.9,206.0,217.3,207.5
2001-10-29,2296,26,33,30,30,27,27,30,27,30,233,18,15,15,12,12,15,12,15,14,0.8,4,186,215.8,212.8,OBS,220.1,206.6,217.4,208.1
2001-10-30,2296,27,23,30,23,20,10,13,7,13,140,9,15,9,7,4,5,3,5,7,0.4,2,159,226.0,222.7,OBS,220.5,207.4,217.6,208.8
2001-10-31,2297,1,13,3,13,3,30,27,40,43,173,5,2,5,2,15,12,27,32,12,0.7,3,144,221.1,217.8,OBS,220.4,208.1,217.4,209.4
2001-11-01,2297,2,50,47,47,27,40,33,20,7,270,48,39,39,12,27,18,7,3,24,1.2,6,159,235.6,232.0,OBS,220.1,209.1,217.1,210.2
2001-11-02,2297,3,7,10,17,7,33,10,3,7,93,3,4,6,3,18,4,2,3,5,0.2,1,166,213.5,210.1,OBS,219.9,209.8,216.7,210.9
2001-11-03,2297,4,7,0,3,3,3,7,3,0,27,3,0,2,2,2,3,2,0,2,0.0,0,166,216.0,212.5,OBS,219.4,210.7,216.2,211.7
2001-11-04,2297,5,0,3,17,27,23,23,10,0,103,0,2,6,12,9,9,4,0,5,0.2,1,184,227.3,223.5,OBS,219.0,211.7,215.6,212.6
2001-11-05,2297,6,7,3,13,27,30,40,53,50,223,3,2,5,12,15,27,56,48,21,1.1,5,216,234.6,230.6,OBS,218.3,212.8,214.8,213.6
2001-11-06,2297,7,87,87,70,50,53,67,63,63,540,300,300,132,48,56,111,94,94,142,2.0,9,232,237.4,233.2,OBS,217.4,214.0,213.8,214.6
2001-11-07,2297,8,57,40,17,27,23,20,23,27,233,67,27,6,12,9,7,9,12,19,1.0,5,204,268.8,263.9,OBS,216.6,215.3,212.9,215.9
2001-11-08,2297,9,20,23,20,20,7,10,10,13,123,7,9,7,7,3,4,4,5,6,0.3,1,252,247.8,243.1,OBS,215.7,216.5,211.9,216.9
2001-11-09,2297,10,13,10,10,10,7,13,20,17,100,5,4,4,4,3,5,7,6,5,0.2,1,247,270.8,265.6,OBS,215.3,217.9,211.5,218.2
2001-11-10,2297,11,17,17,7,13,13,13,17,33,130,6,6,3,5,5,5,6,18,7,0.3,1,247,245.9,241.0,OBS,215.2,218.9,211.2,219.2
2001-11-11,2297,12,23,17,13,23,10,10,7,3,107,9,6,5,9,4,4,3,2,5,0.2,1,240,234.0,229.3,OBS,215.4,219.8,211.3,220.0
2001-11-12,2297,13,13,3,3,13,10,0,0,0,43,5,2,2,5,4,0,0,0,2,0.0,0,201,227.3,222.6,OBS,215.9,220.5,211.7,220.6
2001-11-13,2297,14,7,10,7,3,7,17,17,13,80,3,4,3,2,3,6,6,5,4,0.1,0,196,231.6,226.8,OBS,216.7,221.2,212.4,221.2
2001-11-14,2297,15,7,7,13,7,7,3,7,3,53,3,3,5,3,3,2,3,2,3,0.1,0,196,217.2,212.6,OBS,217.8,221.5,213.4,221.3
2001-11-15,2297,16,0,0,3,10,13,37,43,17,123,0,0,2,4,5,22,32,6,9,0.5,2,194,207.0,202.4,OBS,218.8,221.7,214.3,221.4
2001-11-16,2297,17,23,23,23,20,23,17,10,10,150,9,9,9,7,9,6,4,4,7,0.4,2,149,202.1,197.6,OBS,219.8,221.8,215.2,221.4
2001-11-17,2297,18,20,33,20,23,37,27,30,30,220,7,18,7,9,22,12,15,15,13,0.8,4,141,198.5,194.0,OBS,221.1,221.8,216.4,221.3
2001-11-18,2297,19,23,27,13,20,27,27,23,33,193,9,12,5,7,12,12,9,18,10,0.6,3,153,188.2,183.8,OBS,227.1,221.7,222.1,221.1
2001-11-19,2297,20,40,30,23,30,33,33,43,37,270,27,15,9,15,18,18,32,22,20,1.0,5,134,191.3,186.8,OBS,228.2,221.6,223.1,220.9
2001-11-20,2297,21,33,30,40,13,3,0,0,0,120,18,15,27,5,2,0,0,0,8,0.5,2,144,185.0,180.6,OBS,229.0,221.5,223.8,220.8
2001-11-21,2297,22,7,3,17,10,13,20,10,3,83,3,2,6,4,5,7,4,2,4,0.1,0,133,184.2,179.7,OBS,229.9,221.5,224.6,220.7
2001-11-22,2297,23,10,27,20,23,23,20,27,27,177,4,12,7,9,9,7,12,12,9,0.5,2,144,282.5,275.5,OBS,230.5,222.8,225.2,221.8
2001-11-23,2297,24,27,23,23,27,30,30,27,33,220,12,9,9,12,15,15,12,18,13,0.7,3,133,177.3,172.9,OBS,231.2,222.5,225.8,221.4
2001-11-24,2297,25,33,53,83,70,77,73,30,47,467,18,56,236,132,179,154,15,39,104,1.9,8,111,173.0,168.6,OBS,231.5,222.0,226.0,220.8
